Pos,Age,Tm,MP,FG%,3P,3P%,2P,2P%,eFG%,FT,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,Performance
6,20.0,10,33.9,0.409,2.5,0.333,4.7,0.467,0.481,4.7,0.788,4.0,3.6,0.8,0.2,2.9,1.7,21.8,1.0
1,32.0,9,14.7,0.516,0.7,0.349,1.7,0.645,0.592,0.9,0.714,3.9,1.0,0.5,0.3,1.1,2.0,6.3,0.0
6,29.0,3,16.0,0.587,0.5,0.382,1.7,0.686,0.649,1.0,0.674,2.9,0.8,0.8,0.7,0.7,1.7,5.9,0.0
1,36.0,7,19.4,0.498,0.4,0.25,2.6,0.595,0.533,1.5,0.707,2.5,1.2,0.4,0.3,0.9,1.9,8.1,0.0
6,22.0,6,24.7,0.543,1.2,0.421,2.1,0.652,0.643,1.4,0.714,2.7,1.6,0.8,0.1,1.0,2.6,9.3,0.0
4,19.0,0,20.2,0.475,1.5,0.392,2.2,0.554,0.57,0.5,0.875,2.1,1.0,0.7,0.1,0.6,1.2,9.2,0.0
0,33.0,1,14.1,0.5,0.7,0.388,1.0,0.622,0.601,0.6,0.625,3.3,1.3,0.3,0.2,0.5,1.9,4.7,0.0
6,22.0,19,29.7,0.444,1.8,0.351,1.7,0.62,0.559,1.1,0.8,3.3,1.9,0.6,0.4,1.0,2.5,9.9,0.0
1,24.0,28,24.5,0.48,0.9,0.322,4.0,0.539,0.524,1.6,0.716,4.6,1.0,0.3,0.3,1.0,1.1,12.2,0.0
1,24.0,30,24.3,0.488,1.0,0.337,4.3,0.545,0.534,1.5,0.759,4.3,1.2,0.4,0.4,1.2,1.3,13.0,0.0
1,24.0,13,24.9,0.459,0.6,0.276,3.3,0.524,0.495,1.8,0.649,5.4,0.6,0.3,0.2,0.5,0.6,10.3,0.0
3,22.0,11,33.6,0.482,2.9,0.399,4.3,0.559,0.578,2.7,0.865,3.7,10.2,1.7,0.4,2.6,1.2,19.8,0.0
4,21.0,26,9.2,0.321,0.3,0.2,0.7,0.462,0.375,0.8,0.778,1.3,1.2,0.1,0.0,0.8,0.7,3.1,0.0
3,21.0,28,13.9,0.425,0.6,0.321,1.2,0.516,0.5,1.1,0.838,1.6,1.3,0.6,0.2,0.8,0.8,5.4,0.0
3,21.0,21,13.9,0.439,0.7,0.34,1.2,0.525,0.518,1.2,0.838,1.5,1.3,0.6,0.2,0.8,0.8,5.7,0.0
6,30.0,6,30.1,0.38,2.9,0.36,1.8,0.417,0.497,1.8,0.756,3.6,1.7,0.7,0.1,0.9,1.6,13.9,0.0
3,33.0,22,36.7,0.45,2.9,0.393,3.7,0.508,0.548,5.6,0.864,6.2,10.7,1.3,0.6,3.4,2.0,21.6,1.0
6,20.0,6,11.6,0.423,0.8,0.342,1.4,0.489,0.5,1.3,0.875,1.3,0.8,0.3,0.1,0.8,1.3,6.4,0.0
0,29.0,22,12.5,0.605,0.0,0.0,2.2,0.612,0.605,1.2,0.694,2.8,0.6,0.3,0.5,0.6,1.5,5.7,0.0
6,28.0,21,24.8,0.471,1.9,0.446,1.1,0.522,0.62,0.8,0.893,2.1,1.2,0.9,0.2,0.7,2.0,8.6,0.0
6,31.0,2,23.5,0.456,2.0,0.413,1.1,0.566,0.605,0.3,0.625,2.5,1.6,0.5,0.2,0.7,2.4,8.3,0.0
6,25.0,21,12.4,0.416,0.4,0.393,0.8,0.429,0.487,0.8,0.815,2.0,0.4,0.5,0.1,0.6,1.3,3.6,0.0
1,30.0,22,33.7,0.498,1.8,0.38,4.3,0.572,0.571,1.4,0.856,5.8,2.5,1.0,0.5,1.3,2.0,15.3,0.0
5,27.0,28,32.7,0.517,0.8,0.351,2.9,0.594,0.573,1.7,0.731,7.9,3.8,1.1,0.2,1.5,2.6,10.0,0.0
4,27.0,24,33.4,0.504,0.7,0.304,2.9,0.594,0.551,1.7,0.731,8.2,3.9,1.1,0.2,1.5,2.6,9.5,0.0
6,27.0,19,26.3,0.612,2.0,0.632,3.0,0.6,0.735,1.8,0.733,5.3,3.2,1.2,0.5,1.2,2.2,13.8,0.0
0,24.0,19,19.6,0.521,0.1,0.235,2.0,0.564,0.536,0.6,0.755,6.6,0.9,0.6,0.8,0.8,2.6,5.1,0.0
0,42.0,15,7.7,0.083,0.0,0.0,0.2,0.1,0.083,0.2,0.5,1.3,0.0,0.2,0.2,0.0,1.3,0.5,0.0
1,25.0,1,15.6,0.455,1.7,0.414,0.5,0.653,0.627,0.2,0.667,2.5,0.7,0.3,0.3,0.3,1.3,6.2,0.0
0,22.0,18,13.3,0.534,0.1,0.115,1.7,0.652,0.547,1.2,0.672,2.9,0.7,0.5,0.3,0.6,1.4,4.9,0.0
3,21.0,8,27.1,0.369,1.2,0.3,2.6,0.41,0.426,0.8,0.817,2.7,5.9,1.3,0.4,2.0,3.0,9.5,0.0
4,32.0,4,31.3,0.472,1.0,0.319,4.4,0.531,0.516,2.6,0.817,4.4,3.7,0.9,0.2,1.9,1.4,14.6,0.0
1,27.0,27,14.6,0.421,0.4,0.254,0.7,0.66,0.496,0.2,0.563,2.9,0.6,0.4,0.1,0.4,1.0,2.9,0.0
0,28.0,18,12.8,0.535,0.1,0.2,2.5,0.56,0.542,2.4,0.78,5.1,0.9,0.4,0.4,1.1,1.7,7.6,0.0
6,23.0,15,35.4,0.432,3.0,0.371,4.4,0.488,0.521,2.6,0.92,5.7,4.3,0.9,0.3,2.4,1.7,20.5,1.0
4,30.0,11,32.1,0.452,3.8,0.425,2.3,0.507,0.593,1.3,0.86,4.9,2.7,1.2,0.3,1.8,2.0,17.4,0.0
4,26.0,15,19.4,0.426,0.8,0.356,1.0,0.506,0.521,0.3,0.458,3.7,0.7,0.8,0.3,0.8,1.6,4.8,0.0
3,36.0,28,18.8,0.447,0.6,0.311,1.0,0.621,0.534,0.9,0.739,1.9,2.5,0.6,0.1,0.8,1.1,4.9,0.0
3,36.0,16,19.1,0.447,0.7,0.311,1.0,0.621,0.534,1.0,0.739,1.9,2.5,0.5,0.1,0.8,1.2,5.0,0.0
3,26.0,0,14.3,0.415,0.6,0.413,0.9,0.416,0.497,0.5,0.857,1.3,1.3,0.5,0.2,0.6,1.3,4.1,0.0
3,32.0,16,33.0,0.469,2.5,0.384,5.0,0.526,0.546,2.4,0.859,5.2,7.1,1.3,0.4,3.0,1.9,19.8,0.0
0,29.0,25,8.9,0.681,0.1,0.75,1.3,0.677,0.703,0.4,0.824,2.1,0.1,0.1,0.3,0.4,1.3,3.3,0.0
0,36.0,1,30.7,0.472,2.1,0.43,1.4,0.553,0.613,0.3,0.722,6.1,2.7,0.5,0.9,0.6,1.9,9.4,0.0
6,22.0,29,17.1,0.4,0.7,0.266,2.1,0.481,0.45,1.4,0.753,2.6,3.0,0.6,0.5,1.4,1.6,7.8,0.0
4,29.0,22,14.8,0.458,0.6,0.333,0.8,0.646,0.558,0.8,0.7,1.8,0.7,0.2,0.2,0.4,1.2,4.4,0.0
4,20.0,21,16.1,0.41,1.0,0.388,0.5,0.459,0.545,0.3,0.846,2.2,0.5,0.2,0.1,0.4,1.4,4.2,0.0
3,23.0,10,5.6,0.222,0.4,0.25,0.0,0.0,0.333,0.6,0.001,0.0,0.6,0.0,0.0,0.2,0.2,1.8,0.0
6,24.0,25,30.1,0.477,2.6,0.387,2.8,0.608,0.592,1.3,0.699,3.4,2.9,1.1,0.3,1.4,2.5,14.6,0.0
4,25.0,0,31.7,0.46,1.6,0.367,4.0,0.511,0.525,2.9,0.83,4.3,1.4,0.5,0.2,1.2,3.0,15.6,0.0
3,22.0,28,19.3,0.398,2.1,0.38,1.9,0.42,0.502,1.7,0.854,2.1,2.9,0.7,0.3,1.6,1.6,11.8,0.0
3,22.0,7,19.5,0.399,2.2,0.378,2.0,0.425,0.503,1.7,0.866,2.0,3.0,0.7,0.3,1.6,1.6,12.1,0.0
3,22.0,12,15.7,0.381,1.3,0.444,1.3,0.333,0.476,1.7,0.714,3.0,1.7,0.7,0.0,1.0,2.3,8.3,0.0
0,33.0,16,11.6,0.481,0.4,0.333,1.3,0.556,0.537,0.5,0.615,2.8,0.3,0.1,0.4,0.7,1.4,4.1,0.0
4,35.0,16,22.6,0.381,1.4,0.336,0.6,0.548,0.514,0.4,0.8,2.9,3.0,0.6,0.1,1.1,1.7,6.0,0.0
4,25.0,18,32.7,0.459,1.7,0.405,6.5,0.474,0.505,4.9,0.879,5.0,4.7,0.7,0.4,3.3,2.6,22.9,1.0
3,30.0,28,36.9,0.489,3.3,0.378,6.6,0.571,0.569,4.0,0.897,5.1,5.4,1.0,0.8,2.3,2.8,27.0,1.0
3,30.0,2,37.0,0.486,3.3,0.374,6.7,0.569,0.565,4.0,0.883,5.1,5.3,1.0,0.8,2.3,2.7,27.1,1.0
3,30.0,6,36.8,0.509,3.3,0.408,6.0,0.59,0.6,4.2,0.001,5.2,6.5,1.0,0.5,2.3,3.2,26.2,1.0
1,25.0,21,11.3,0.415,0.5,0.4,1.5,0.421,0.472,0.5,0.556,4.0,0.5,1.3,0.4,0.4,0.5,5.0,0.0
6,20.0,8,30.1,0.42,1.4,0.336,3.8,0.464,0.477,3.5,0.725,3.9,4.7,0.9,0.3,2.8,3.1,15.3,0.0
0,21.0,11,15.3,0.573,0.0,0.167,2.6,0.598,0.578,1.5,0.648,3.9,0.9,0.4,1.5,0.9,2.2,6.8,0.0
0,23.0,14,27.2,0.493,1.5,0.348,4.4,0.576,0.556,3.3,0.787,6.6,0.9,1.1,3.2,1.5,3.4,16.7,0.0
4,27.0,1,4.7,0.259,0.2,0.25,0.1,0.286,0.352,0.0,0.5,0.7,0.4,0.2,0.2,0.1,0.3,0.9,0.0
3,32.0,28,25.3,0.413,1.5,0.349,2.5,0.463,0.49,1.2,0.914,2.2,3.5,0.7,0.1,1.8,1.8,10.7,0.0
3,32.0,12,25.7,0.418,1.5,0.35,2.6,0.469,0.493,1.2,0.924,2.2,3.5,0.7,0.1,1.8,1.8,10.9,0.0
3,32.0,7,18.7,0.304,1.7,0.333,0.7,0.25,0.413,1.0,0.75,2.0,3.0,0.7,0.3,0.7,2.0,7.3,0.0
1,38.0,13,36.1,0.501,2.1,0.308,9.2,0.587,0.549,4.8,0.759,8.4,6.9,0.9,0.6,3.1,1.7,29.5,1.0
6,25.0,9,18.4,0.509,0.8,0.41,2.1,0.563,0.582,0.9,0.919,1.7,2.9,0.5,0.1,0.7,1.5,7.4,0.0
6,23.0,20,16.4,0.478,2.2,0.453,0.7,0.581,0.66,0.9,0.817,2.3,1.1,0.6,0.1,0.5,1.4,9.0,0.0
1,26.0,26,7.5,0.5,0.0,0.0,0.8,0.75,0.5,0.3,0.5,2.5,0.3,0.3,0.0,1.0,0.8,1.8,0.0
1,26.0,28,26.1,0.466,2.6,0.41,2.5,0.545,0.586,1.7,0.809,3.7,1.5,1.0,0.4,0.5,1.7,14.4,0.0
1,26.0,23,25.2,0.474,2.6,0.455,2.2,0.5,0.604,1.6,0.818,3.8,1.5,0.9,0.4,0.6,1.7,13.9,0.0
1,26.0,2,29.0,0.446,2.4,0.3,3.4,0.68,0.538,2.2,0.786,3.2,1.6,1.4,0.4,0.0,1.8,16.2,0.0
4,21.0,0,14.3,0.479,0.4,0.284,1.6,0.579,0.527,0.7,0.661,3.8,0.9,0.5,0.5,0.5,1.4,5.2,0.0
1,35.0,11,8.2,0.37,0.3,0.3,0.6,0.412,0.426,0.3,0.75,1.3,0.6,0.3,0.4,0.4,2.0,2.2,0.0
4,23.0,26,32.6,0.446,2.1,0.324,5.7,0.519,0.506,4.1,0.774,4.8,2.8,0.7,0.2,2.1,1.9,21.8,1.0
6,20.0,24,10.0,0.366,0.7,0.367,0.9,0.366,0.45,0.4,0.571,1.2,1.1,0.5,0.1,1.0,1.0,4.3,0.0
4,26.0,26,15.6,0.533,0.6,0.45,1.6,0.573,0.607,0.9,0.667,3.2,2.2,0.5,0.2,1.1,1.6,5.8,0.0
0,27.0,7,33.7,0.633,0.8,0.398,8.6,0.671,0.661,5.1,0.824,11.7,10.0,1.3,0.7,3.6,2.6,24.8,1.0
3,25.0,3,11.5,0.2,0.0,0.0,0.5,0.25,0.2,0.5,0.25,1.5,1.0,0.0,0.0,0.5,0.5,1.5,0.0
0,27.0,28,8.2,0.561,0.0,0.0,1.0,0.605,0.561,0.7,0.727,2.6,0.2,0.1,0.6,0.4,0.9,2.6,0.0
0,27.0,13,8.0,0.541,0.0,0.0,0.9,0.588,0.541,0.7,0.75,2.5,0.2,0.1,0.5,0.4,0.8,2.5,0.0
4,25.0,3,14.7,0.506,0.4,0.327,1.5,0.588,0.557,1.1,0.794,2.5,0.6,0.5,0.6,0.4,1.4,5.2,0.0
4,24.0,18,28.7,0.44,0.7,0.28,2.6,0.522,0.487,2.0,0.748,3.9,2.2,1.6,0.7,1.3,3.2,9.4,0.0
0,22.0,4,8.9,0.533,0.1,0.273,1.0,0.592,0.558,0.3,0.714,1.9,0.2,0.3,0.4,0.3,1.1,2.7,0.0
3,23.0,26,29.3,0.436,0.7,0.265,4.3,0.486,0.466,2.2,0.891,3.6,6.3,1.3,0.2,1.8,1.4,12.8,0.0
3,26.0,14,22.9,0.432,1.5,0.377,2.2,0.478,0.518,1.0,0.806,2.2,4.6,1.0,0.1,0.9,0.4,9.8,0.0
0,34.0,7,14.6,0.771,0.0,0.001,2.1,0.768,0.776,0.5,0.439,4.9,0.9,0.2,0.6,1.2,1.9,4.9,0.0
3,31.0,8,16.0,0.388,0.6,0.314,1.1,0.451,0.46,0.7,0.769,1.3,3.2,0.4,0.1,0.7,1.5,4.7,0.0
1,19.0,15,13.6,0.406,0.5,0.229,1.3,0.588,0.464,1.2,0.947,2.1,0.7,0.5,0.1,0.7,1.3,5.5,0.0
0,29.0,28,6.9,0.51,0.4,0.423,0.5,0.6,0.618,0.5,0.875,1.4,0.9,0.2,0.1,0.3,0.8,2.7,0.0
0,29.0,0,6.8,0.568,0.4,0.478,0.5,0.667,0.693,0.4,0.833,1.4,0.8,0.2,0.0,0.3,0.8,2.7,0.0
0,29.0,10,8.0,0.143,0.0,0.0,0.3,0.25,0.143,1.3,0.001,1.3,2.0,0.3,0.7,0.0,0.3,2.0,0.0
6,26.0,28,20.8,0.465,1.7,0.462,1.0,0.47,0.611,0.6,0.958,2.3,1.1,0.5,0.1,0.8,1.4,7.9,0.0
6,26.0,12,20.7,0.464,1.7,0.447,1.1,0.494,0.604,0.5,0.95,2.4,1.1,0.5,0.1,0.9,1.3,7.8,0.0
6,26.0,14,22.3,0.467,2.3,0.636,0.0,0.0,0.7,1.3,0.001,1.7,1.7,0.0,0.0,0.0,2.0,8.3,0.0
0,21.0,29,21.6,0.712,0.0,0.001,3.5,0.711,0.714,1.1,0.534,7.9,0.8,0.4,2.2,0.8,2.2,8.2,0.0
4,23.0,30,27.0,0.476,1.8,0.408,1.4,0.607,0.61,1.0,0.864,2.7,1.2,0.6,0.1,0.8,1.3,9.3,0.0
0,31.0,6,25.6,0.49,1.1,0.369,1.2,0.692,0.606,0.5,0.786,3.5,1.0,0.3,1.0,0.6,2.2,6.2,0.0
1,25.0,17,8.1,0.573,0.2,0.381,1.0,0.648,0.627,1.1,0.679,1.5,0.4,0.3,0.2,0.6,1.1,3.8,0.0
2,23.0,28,13.3,0.464,0.9,0.361,0.9,0.656,0.582,0.6,0.8,2.4,0.3,0.3,0.3,0.7,1.7,5.2,0.0
1,23.0,8,14.1,0.469,1.0,0.371,1.0,0.651,0.589,0.6,0.788,2.6,0.4,0.3,0.3,0.8,1.8,5.6,0.0
4,23.0,24,5.0,0.25,0.0,0.0,0.3,0.001,0.25,0.5,0.001,1.0,0.0,0.0,0.0,0.0,1.3,1.0,0.0
0,22.0,27,14.4,0.484,0.0,0.111,1.3,0.513,0.488,0.8,0.66,3.2,0.5,0.3,1.0,0.4,2.4,3.4,0.0
6,26.0,14,22.1,0.439,1.0,0.366,1.2,0.531,0.541,0.5,0.852,4.7,1.4,1.0,0.3,0.6,1.5,5.9,0.0
6,25.0,22,10.2,0.41,0.5,0.343,0.8,0.465,0.487,0.8,0.655,1.2,0.7,0.2,0.1,0.6,0.4,3.8,0.0
0,27.0,1,11.6,0.697,0.1,0.333,1.5,0.726,0.709,0.5,0.853,2.8,0.7,0.2,0.8,0.4,1.3,3.8,0.0
3,22.0,0,5.5,0.379,0.2,0.278,0.3,0.545,0.466,0.0,0.5,0.6,0.5,0.1,0.0,0.2,0.5,1.3,0.0
1,20.0,9,19.7,0.485,0.7,0.327,2.6,0.557,0.536,1.3,0.66,3.1,1.9,0.5,0.4,1.5,2.3,8.5,0.0
1,27.0,30,35.1,0.447,2.5,0.331,5.5,0.534,0.518,2.6,0.717,7.5,3.9,0.5,0.5,3.0,2.4,21.2,1.0
4,25.0,9,19.7,0.494,1.3,0.387,1.2,0.695,0.62,0.7,0.721,3.4,1.7,0.5,0.3,1.0,2.4,7.1,0.0
0,27.0,23,14.2,0.508,0.3,0.234,2.1,0.626,0.543,1.3,0.775,4.1,0.9,0.3,0.5,0.9,1.8,6.5,0.0
6,23.0,26,20.2,0.49,0.4,0.283,2.7,0.551,0.522,0.8,0.649,2.9,1.3,0.5,0.3,0.7,1.7,7.4,0.0
1,21.0,14,12.5,0.391,0.7,0.333,0.4,0.542,0.511,0.2,0.778,1.9,0.7,0.4,0.1,0.6,1.5,3.1,0.0
6,27.0,3,35.8,0.472,2.7,0.374,5.7,0.54,0.549,4.6,0.84,4.8,4.0,0.9,0.2,2.6,2.3,24.2,1.0
6,22.0,28,4.8,0.5,0.5,0.438,0.5,0.6,0.635,0.1,0.333,0.8,0.1,0.1,0.0,0.1,0.6,2.6,0.0
6,22.0,6,5.1,0.48,0.6,0.438,0.4,0.556,0.62,0.1,0.333,0.8,0.1,0.1,0.0,0.1,0.6,2.7,0.0
6,30.0,23,21.8,0.438,1.6,0.438,1.2,0.437,0.561,1.5,0.909,3.2,1.5,0.5,0.1,1.1,1.6,8.7,0.0
3,23.0,28,14.7,0.44,0.4,0.368,1.5,0.462,0.482,1.7,0.756,1.8,2.7,0.8,0.1,1.2,1.4,5.8,0.0
3,23.0,23,15.8,0.425,0.4,0.389,1.5,0.435,0.469,1.9,0.756,2.0,2.9,0.8,0.1,1.1,1.4,6.1,0.0
0,29.0,25,3.4,0.5,0.0,0.0,0.4,0.556,0.5,0.2,0.75,1.1,0.4,0.0,0.0,0.4,0.7,0.9,0.0
4,31.0,12,32.9,0.51,1.8,0.405,6.6,0.55,0.566,4.4,0.869,6.1,4.0,1.4,0.6,1.5,1.6,23.0,1.0
0,30.0,16,10.0,0.4,1.0,0.5,0.0,0.0,0.6,1.0,0.001,3.0,0.0,0.5,0.0,0.5,1.5,4.0,0.0
6,28.0,5,30.0,0.411,1.5,0.36,2.7,0.446,0.485,1.8,0.72,3.9,4.0,0.8,0.2,1.6,2.2,11.6,0.0
3,21.0,18,10.6,0.492,0.7,0.455,1.3,0.513,0.574,0.9,0.933,1.9,1.0,0.3,0.1,0.5,1.1,5.6,0.0
3,32.0,24,36.3,0.472,4.3,0.381,5.4,0.583,0.577,8.5,0.919,4.3,7.2,0.8,0.3,3.2,1.9,32.3,1.0
4,22.0,24,17.3,0.48,1.2,0.426,1.2,0.545,0.597,0.6,0.657,2.6,1.0,0.4,0.4,0.5,1.1,6.6,0.0
1,24.0,8,21.0,0.407,1.3,0.369,0.6,0.537,0.549,0.6,0.786,2.3,0.6,0.5,0.6,0.6,1.9,5.6,0.0
1,20.0,14,3.9,0.4,0.0,0.0,0.9,0.5,0.4,0.3,0.6,0.6,0.6,0.1,0.0,0.2,0.6,2.1,0.0
0,34.0,16,30.4,0.509,1.8,0.372,3.8,0.619,0.592,1.7,0.766,6.6,1.2,0.5,2.4,1.4,2.5,14.7,0.0
0,34.0,5,7.7,0.655,0.1,0.667,1.1,0.655,0.672,0.4,0.75,1.3,0.4,0.0,0.1,0.7,1.0,2.8,0.0
1,34.0,28,20.2,0.383,1.7,0.346,1.0,0.468,0.503,1.3,0.892,7.0,1.9,0.2,0.2,1.1,1.6,8.4,0.0
1,34.0,5,20.0,0.389,1.7,0.354,1.0,0.467,0.511,1.4,0.889,6.8,1.9,0.2,0.2,1.1,1.6,8.5,0.0
1,34.0,15,23.0,0.304,1.7,0.263,0.7,0.5,0.413,0.7,0.001,8.7,2.7,0.7,0.7,0.3,2.0,7.0,0.0
3,36.0,15,33.3,0.396,2.0,0.333,1.8,0.503,0.501,2.3,0.855,4.3,5.3,1.1,0.4,2.0,2.8,12.0,0.0
1,27.0,25,16.2,0.476,1.1,0.368,1.4,0.618,0.58,1.3,0.812,3.6,0.9,0.4,0.4,0.8,1.2,7.4,0.0
3,21.0,4,16.1,0.414,0.6,0.333,1.2,0.468,0.481,1.4,0.875,2.4,2.4,0.8,0.2,1.0,1.0,5.6,0.0
0,23.0,16,9.0,0.328,0.3,0.219,0.5,0.462,0.388,0.5,0.667,2.3,0.7,0.2,0.2,0.4,0.8,2.4,0.0
6,26.0,12,23.5,0.525,1.0,0.392,2.6,0.602,0.597,1.1,0.775,3.7,2.2,0.5,0.3,0.9,1.9,9.2,0.0
3,21.0,20,18.2,0.389,1.3,0.309,1.8,0.477,0.47,0.5,0.7,2.3,1.6,0.6,0.2,0.9,1.5,7.9,0.0
0,34.0,10,4.5,0.676,0.0,0.0,1.3,0.694,0.676,0.8,0.762,1.6,0.2,0.1,0.1,0.3,0.2,3.3,0.0
4,25.0,29,34.4,0.513,3.0,0.408,5.5,0.599,0.605,5.1,0.883,8.5,1.8,0.6,0.6,1.9,2.1,25.2,1.0
4,25.0,18,24.6,0.428,1.0,0.311,2.4,0.506,0.49,1.8,0.778,3.7,2.5,0.8,0.2,1.2,1.5,9.5,0.0
1,27.0,15,30.1,0.453,1.3,0.362,2.4,0.525,0.533,1.3,0.774,5.2,1.6,1.0,0.4,1.1,2.1,10.1,0.0
4,27.0,4,19.1,0.389,0.4,0.214,1.6,0.5,0.431,0.6,0.571,3.4,1.6,0.6,0.1,0.3,1.9,5.0,0.0
4,22.0,10,26.6,0.559,0.9,0.319,3.8,0.674,0.611,1.7,0.658,5.6,1.6,0.5,0.4,1.2,1.8,11.8,0.0
6,23.0,0,3.5,0.375,0.1,0.2,0.4,0.455,0.406,0.2,0.001,0.5,0.0,0.1,0.0,0.1,0.2,1.2,0.0
6,26.0,28,12.9,0.357,1.1,0.346,0.1,0.467,0.515,0.9,0.911,1.3,0.5,0.5,0.1,0.4,1.2,4.6,0.0
6,26.0,10,13.4,0.353,1.2,0.342,0.2,0.467,0.509,0.9,0.911,1.4,0.5,0.5,0.1,0.4,1.2,4.8,0.0
4,20.0,11,28.3,0.43,1.4,0.325,4.1,0.485,0.485,4.9,0.828,4.1,1.5,0.6,0.1,1.8,2.1,17.3,0.0
6,36.0,16,15.6,0.331,0.8,0.326,0.2,0.348,0.462,0.4,0.85,2.2,0.5,0.4,0.3,0.4,1.4,3.2,0.0
6,22.0,22,32.5,0.452,2.3,0.384,4.8,0.494,0.525,3.1,0.811,2.8,3.5,0.8,0.1,1.4,2.2,19.5,0.0
3,22.0,19,12.2,0.335,0.6,0.286,0.5,0.424,0.427,0.4,0.688,0.9,1.1,0.5,0.0,0.4,0.9,3.3,0.0
6,31.0,18,35.0,0.434,2.8,0.377,5.1,0.474,0.511,2.4,0.788,4.3,5.9,0.9,0.6,2.6,2.0,21.0,1.0
3,30.0,11,19.5,0.523,0.3,0.419,3.0,0.536,0.547,0.7,0.854,2.9,5.0,1.0,0.1,1.8,1.3,7.6,0.0
1,22.0,17,30.6,0.516,1.3,0.385,3.2,0.596,0.589,1.2,0.733,3.9,2.0,1.0,1.0,1.4,3.5,11.4,0.0
4,25.0,28,25.6,0.448,1.1,0.325,2.6,0.529,0.513,1.5,0.829,4.7,1.9,1.1,0.5,1.3,2.8,10.0,0.0
4,25.0,4,26.7,0.447,1.2,0.322,2.8,0.534,0.513,1.6,0.846,4.8,2.0,1.2,0.5,1.4,2.8,10.6,0.0
4,25.0,22,16.0,0.455,0.3,0.5,1.3,0.444,0.5,0.7,0.571,3.7,1.0,0.5,0.0,0.2,2.2,4.3,0.0
4,31.0,26,20.5,0.459,1.8,0.409,1.8,0.525,0.574,0.7,0.745,2.2,1.5,0.2,0.1,0.9,1.8,9.8,0.0
0,35.0,6,8.1,0.604,0.0,0.25,1.8,0.618,0.608,0.5,0.563,2.6,0.3,0.1,0.6,0.9,1.2,4.1,0.0
6,20.0,4,14.3,0.379,0.4,0.364,0.9,0.387,0.442,0.8,0.786,1.7,1.0,0.3,0.1,0.6,0.8,3.9,0.0
6,31.0,8,11.3,0.365,0.8,0.378,0.3,0.333,0.5,0.4,0.692,1.4,0.7,0.3,0.0,0.3,0.7,3.3,0.0
3,26.0,17,15.2,0.412,0.4,0.227,1.0,0.61,0.471,0.3,0.9,1.6,3.1,0.8,0.1,0.8,0.5,3.4,0.0
3,24.0,22,28.2,0.424,2.1,0.398,1.6,0.464,0.545,0.8,0.783,4.1,2.6,1.6,0.5,1.4,2.5,10.4,0.0
0,25.0,25,11.1,0.609,0.2,0.258,1.9,0.692,0.634,0.7,0.78,3.2,0.7,0.3,0.3,0.6,1.4,5.0,0.0
4,31.0,16,21.4,0.417,1.4,0.289,3.4,0.508,0.477,2.4,0.92,4.2,4.1,0.6,0.2,2.1,2.2,13.4,0.0
3,34.0,2,13.3,0.412,1.2,0.368,0.9,0.492,0.531,0.5,0.905,1.0,1.3,0.4,0.1,0.6,0.8,5.8,0.0
6,26.0,22,20.7,0.493,0.7,0.383,2.6,0.537,0.547,1.4,0.846,2.6,2.9,0.3,0.2,1.3,1.6,8.8,0.0
4,20.0,17,6.2,0.519,0.1,0.25,1.2,0.565,0.537,0.5,0.001,2.0,0.3,0.3,0.5,0.0,0.6,3.2,0.0
3,24.0,25,17.8,0.447,0.8,0.326,1.4,0.556,0.524,0.3,0.8,1.3,2.2,0.5,0.2,0.8,1.4,5.5,0.0
6,26.0,5,35.4,0.479,3.7,0.389,5.8,0.561,0.571,4.5,0.876,4.0,4.8,1.5,0.4,2.7,2.4,27.2,1.0
1,21.0,5,34.1,0.552,0.3,0.22,6.3,0.594,0.565,2.6,0.696,8.8,2.7,0.8,1.3,2.0,2.9,16.0,0.0
6,24.0,25,22.8,0.455,1.8,0.344,3.1,0.558,0.537,2.4,0.901,2.6,3.8,0.6,0.2,2.0,1.6,14.0,0.0
6,20.0,9,13.9,0.434,0.8,0.333,0.9,0.603,0.538,0.7,0.727,1.6,0.9,0.3,0.1,0.6,0.8,4.9,0.0
6,21.0,17,5.8,0.405,0.1,0.125,0.5,0.619,0.432,0.2,0.8,0.7,0.7,0.3,0.2,0.3,0.5,1.5,0.0
3,23.0,14,32.6,0.463,1.6,0.317,7.9,0.512,0.502,6.2,0.741,5.9,8.1,1.1,0.3,3.5,1.7,27.0,1.0
1,33.0,12,28.7,0.432,1.9,0.375,2.6,0.485,0.522,1.2,0.78,4.1,1.8,0.6,0.4,0.9,2.2,12.2,0.0
1,33.0,28,10.5,0.405,0.8,0.412,0.5,0.394,0.53,0.4,0.001,2.1,0.9,0.3,0.2,0.5,1.3,3.5,0.0
1,33.0,2,10.6,0.402,0.7,0.408,0.5,0.394,0.524,0.4,0.001,2.2,0.9,0.3,0.2,0.5,1.2,3.6,0.0
3,27.0,30,28.1,0.483,1.4,0.406,2.6,0.536,0.565,1.1,0.806,3.4,5.3,0.7,0.2,1.0,1.4,10.4,0.0
4,22.0,18,29.1,0.475,2.1,0.389,2.2,0.603,0.591,1.8,0.908,3.6,1.3,1.0,0.5,0.8,2.0,12.7,0.0
6,26.0,0,36.4,0.467,2.1,0.367,6.4,0.512,0.524,2.0,0.837,5.5,6.1,1.5,0.3,2.3,1.4,20.9,1.0
